"locality","i","j","time","variable","long_name","units","value"
"Dolomites",21,20,19.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",5.55516396771871e-12
"Dolomites",21,20,49.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",1.65532214671527e-12
"Dolomites",21,20,99.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",1.07505053036777e-12
"Dolomites",21,20,199.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",9.75923877301332e-13
"Dolomites",21,20,499.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",7.51492130243031e-13
"Dolomites",21,20,999.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",6.40804087310293e-13
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",6.10979962369779e-13
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",6.34619201807241e-13
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_007","C Biomass - Popn. #007 (600.00 micron phytoplankton)","mmol C m^-3",6.36164840424336e-13
"Dolomites",21,20,0.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",0.198145002126694
"Dolomites",21,20,1.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",0.00300957448780537
"Dolomites",21,20,4.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",6.12880189307385e-12
"Dolomites",21,20,9.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",2.9125701416638e-12
"Dolomites",21,20,19.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",1.85731508298148e-12
"Dolomites",21,20,49.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",5.51563460703119e-13
"Dolomites",21,20,99.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",3.55401445035694e-13
"Dolomites",21,20,199.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",2.92020666545559e-13
"Dolomites",21,20,499.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",2.26084315114658e-13
"Dolomites",21,20,999.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",1.91533271990015e-13
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",1.81737478256554e-13
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",1.88835763432343e-13
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_008","C Biomass - Popn. #008 (1900.00 micron phytoplankton)","mmol C m^-3",1.89434107506284e-13
"Dolomites",21,20,0.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",0.00329748634248972
"Dolomites",21,20,1.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",6.7645829403773e-05
"Dolomites",21,20,4.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",2.4060273062787e-05
"Dolomites",21,20,9.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",8.28595489110739e-07
"Dolomites",21,20,19.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",2.29109411997719e-10
"Dolomites",21,20,49.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",1.15234780051487e-10
"Dolomites",21,20,99.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",1.02121540390687e-10
"Dolomites",21,20,199.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",1.01369135308005e-10
"Dolomites",21,20,499.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",9.67866412016072e-11
"Dolomites",21,20,999.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",8.5994746046314e-11
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",8.51635914567161e-11
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",8.52881723578669e-11
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_009","C Biomass - Popn. #009 (0.60 micron zooplankton)","mmol C m^-3",8.52681189544846e-11
"Dolomites",21,20,0.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0517381578683853
"Dolomites",21,20,1.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0505943298339844
"Dolomites",21,20,4.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0462529510259628
"Dolomites",21,20,9.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0417475551366806
"Dolomites",21,20,19.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0361997112631798
"Dolomites",21,20,49.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0221952609717846
"Dolomites",21,20,99.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0191043950617313
"Dolomites",21,20,199.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0194630213081837
"Dolomites",21,20,499.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0205743983387947
"Dolomites",21,20,999.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0176300965249538
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0169536992907524
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0174266453832388
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_010","C Biomass - Popn. #010 (1.90 micron zooplankton)","mmol C m^-3",0.0174176786094904
"Dolomites",21,20,0.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.168056204915047
"Dolomites",21,20,1.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.150415614247322
"Dolomites",21,20,4.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.115483574569225
"Dolomites",21,20,9.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.0965707078576088
"Dolomites",21,20,19.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.0832056477665901
"Dolomites",21,20,49.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.0676680579781532
"Dolomites",21,20,99.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.0676797330379486
"Dolomites",21,20,199.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.069695346057415
"Dolomites",21,20,499.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.0822399407625198
"Dolomites",21,20,999.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.106168061494827
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.103164441883564
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.106330066919327
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_011","C Biomass - Popn. #011 (6.00 micron zooplankton)","mmol C m^-3",0.106309287250042
"Dolomites",21,20,0.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.320270508527756
"Dolomites",21,20,1.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.268400579690933
"Dolomites",21,20,4.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.178408101201057
"Dolomites",21,20,9.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.146361470222473
"Dolomites",21,20,19.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.127343162894249
"Dolomites",21,20,49.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.122087381780148
"Dolomites",21,20,99.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.0984415337443352
"Dolomites",21,20,199.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.0892287194728851
"Dolomites",21,20,499.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",0.0461385026574135
"Dolomites",21,20,999.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",4.11726114180055e-06
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",4.11041450876226e-10
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",5.64867097541111e-10
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_012","C Biomass - Popn. #012 (19.00 micron zooplankton)","mmol C m^-3",5.57652868327096e-10
"Dolomites",21,20,0.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.450609415769577
"Dolomites",21,20,1.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.351290702819824
"Dolomites",21,20,4.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.221466317772865
"Dolomites",21,20,9.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.198918715119362
"Dolomites",21,20,19.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.168969765305519
"Dolomites",21,20,49.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",0.0484639331698418
"Dolomites",21,20,99.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",1.38356909262782e-10
"Dolomites",21,20,199.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",1.19557960753802e-10
"Dolomites",21,20,499.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",7.45531275603284e-11
"Dolomites",21,20,999.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",5.95564847438723e-11
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",5.62714042029455e-11
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",5.89593721067594e-11
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_013","C Biomass - Popn. #013 (60.00 micron zooplankton)","mmol C m^-3",5.8916073408799e-11
"Dolomites",21,20,0.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",0.5517498254776
"Dolomites",21,20,1.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",0.399931609630585
"Dolomites",21,20,4.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",0.263471513986588
"Dolomites",21,20,9.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",0.265945255756378
"Dolomites",21,20,19.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",0.150783374905586
"Dolomites",21,20,49.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",6.67419314259732e-11
"Dolomites",21,20,99.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",3.20418795662913e-11
"Dolomites",21,20,199.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",2.86245315644917e-11
"Dolomites",21,20,499.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",1.79991681281688e-11
"Dolomites",21,20,999.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",1.30033327855328e-11
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",1.23404394342108e-11
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",1.28986170702672e-11
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_014","C Biomass - Popn. #014 (190.00 micron zooplankton)","mmol C m^-3",1.28888635875235e-11
"Dolomites",21,20,0.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",0.678776025772095
"Dolomites",21,20,1.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",0.462064385414124
"Dolomites",21,20,4.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",0.244261860847473
"Dolomites",21,20,9.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",0.0277400035411119
"Dolomites",21,20,19.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.02979430538497e-10
"Dolomites",21,20,49.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.57318498505976e-11
"Dolomites",21,20,99.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",6.96835297797627e-12
"Dolomites",21,20,199.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",6.11253582472049e-12
"Dolomites",21,20,499.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",3.40021608959129e-12
"Dolomites",21,20,999.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.94900779543206e-12
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.83841288546593e-12
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.92470648793797e-12
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_015","C Biomass - Popn. #015 (600.00 micron zooplankton)","mmol C m^-3",1.92659256603722e-12
"Dolomites",21,20,0.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",0.756733059883118
"Dolomites",21,20,1.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",0.489534258842468
"Dolomites",21,20,4.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",0.000208708937861957
"Dolomites",21,20,9.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",4.96790039661299e-11
"Dolomites",21,20,19.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",2.52647399529016e-11
"Dolomites",21,20,49.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",2.83421289909436e-12
"Dolomites",21,20,99.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",1.06432712036059e-12
"Dolomites",21,20,199.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",8.69587171367647e-13
"Dolomites",21,20,499.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",4.19709053752979e-13
"Dolomites",21,20,999.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",1.7074181153133e-13
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",1.56568632841622e-13
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",1.64395325694469e-13
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_016","C Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol C m^-3",1.65063370415573e-13
"Dolomites",21,20,0.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",5.4583740234375
"Dolomites",21,20,1.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",3.52917790412903
"Dolomites",21,20,4.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",1.74007570743561
"Dolomites",21,20,9.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",1.29837381839752
"Dolomites",21,20,19.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.990848898887634
"Dolomites",21,20,49.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.54659628868103
"Dolomites",21,20,99.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.429862678050995
"Dolomites",21,20,199.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.420205444097519
"Dolomites",21,20,499.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.378424406051636
"Dolomites",21,20,999.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.352235585451126
"Dolomites",21,20,1999.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.349796861410141
"Dolomites",21,20,4999.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.354822814464569
"Dolomites",21,20,9999.5,"eco2D_Plankton_C_Total","C Biomass - Total","mmol C m^-3",0.354765921831131
"Dolomites",21,20,0.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.970568001270294
"Dolomites",21,20,1.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.669028580188751
"Dolomites",21,20,4.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.239233389496803
"Dolomites",21,20,9.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.150987848639488
"Dolomites",21,20,19.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0949488133192062
"Dolomites",21,20,49.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0360042452812195
"Dolomites",21,20,99.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0253268517553806
"Dolomites",21,20,199.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0245900116860867
"Dolomites",21,20,499.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0212460532784462
"Dolomites",21,20,999.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0193286277353764
"Dolomites",21,20,1999.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0190565045922995
"Dolomites",21,20,4999.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0195061583071947
"Dolomites",21,20,9999.5,"eco2D_Uptake_Fluxes_C","Uptake Fluxes C","mmol C m^-3 d^-1",0.0194974821060896
"Dolomites",21,20,0.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000361915299436077
"Dolomites",21,20,1.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.00044349383097142
"Dolomites",21,20,4.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000586316164117306
"Dolomites",21,20,9.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000654059869702905
"Dolomites",21,20,19.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000682878831867129
"Dolomites",21,20,49.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000642163446173072
"Dolomites",21,20,99.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000621096987742931
"Dolomites",21,20,199.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000624646083451807
"Dolomites",21,20,499.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000618830730672926
"Dolomites",21,20,999.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000594096956774592
"Dolomites",21,20,1999.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000604579807259142
"Dolomites",21,20,4999.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000601594569161534
"Dolomites",21,20,9999.5,"eco2D_Plankton_P_001","P Biomass - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.000601509993430227
"Dolomites",21,20,0.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.986366629600525
"Dolomites",21,20,1.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.983012914657593
"Dolomites",21,20,4.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.955989420413971
"Dolomites",21,20,9.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.928090572357178
"Dolomites",21,20,19.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.876547753810883
"Dolomites",21,20,49.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.71085798740387
"Dolomites",21,20,99.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.600178599357605
"Dolomites",21,20,199.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.588911533355713
"Dolomites",21,20,499.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.539888322353363
"Dolomites",21,20,999.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.525752782821655
"Dolomites",21,20,1999.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.521203100681305
"Dolomites",21,20,4999.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.533581793308258
"Dolomites",21,20,9999.5,"eco2D_xGamma_P_001","P Limitation - Popn. #001 (0.60 micron phytoplankton)","mmol P m^-3",0.533532440662384
"Dolomites",21,20,0.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.00200604321435094
"Dolomites",21,20,1.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.00191689759958535
"Dolomites",21,20,4.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.00136291864328086
"Dolomites",21,20,9.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.00107014377135783
"Dolomites",21,20,19.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.000804630981292576
"Dolomites",21,20,49.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.000474028056487441
"Dolomites",21,20,99.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.000389003602322191
"Dolomites",21,20,199.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.000388856191420928
"Dolomites",21,20,499.5,"eco2D_Plankton_P_002","P Biomass - Popn. #002 (1.90 micron phytoplankton)","mmol P m^-3",0.000378977420041338
