"locality","i","j","time","variable","long_name","units","value"
"Russia",22,36,99.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",0.00185572553891689
"Russia",22,36,199.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",0.00149765645619482
"Russia",22,36,499.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",0.000804550189059228
"Russia",22,36,999.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",4.16297973870883e-09
"Russia",22,36,1999.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",3.09517134144954e-10
"Russia",22,36,4999.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",2.65145266853395e-10
"Russia",22,36,9999.5,"eco2D_Plankton_P_013","P Biomass - Popn. #013 (60.00 micron zooplankton)","mmol P m^-3",2.76308004254489e-10
"Russia",22,36,0.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00162027846090496
"Russia",22,36,1.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00137653108686209
"Russia",22,36,4.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00165228534024209
"Russia",22,36,9.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.0016730532515794
"Russia",22,36,19.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00161293242126703
"Russia",22,36,49.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00158557016402483
"Russia",22,36,99.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.00193821499124169
"Russia",22,36,199.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",0.000638408586382866
"Russia",22,36,499.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",3.83607832998845e-11
"Russia",22,36,999.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",1.90562713178744e-12
"Russia",22,36,1999.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",8.02051513312113e-13
"Russia",22,36,4999.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",7.63414559432768e-13
"Russia",22,36,9999.5,"eco2D_Plankton_P_014","P Biomass - Popn. #014 (190.00 micron zooplankton)","mmol P m^-3",7.68929407993224e-13
"Russia",22,36,0.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",0.000810984696727246
"Russia",22,36,1.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",5.00904498039745e-05
"Russia",22,36,4.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",9.1242213784426e-07
"Russia",22,36,9.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",5.76618752745617e-10
"Russia",22,36,19.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.40771616585766e-10
"Russia",22,36,49.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.15352886964626e-10
"Russia",22,36,99.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",6.92967766502406e-11
"Russia",22,36,199.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.57147710642958e-12
"Russia",22,36,499.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",3.27912339209008e-13
"Russia",22,36,999.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.76637716497834e-13
"Russia",22,36,1999.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.30085178740025e-13
"Russia",22,36,4999.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.26871698368468e-13
"Russia",22,36,9999.5,"eco2D_Plankton_P_015","P Biomass - Popn. #015 (600.00 micron zooplankton)","mmol P m^-3",1.27580102515443e-13
"Russia",22,36,0.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",2.1128837033757e-05
"Russia",22,36,1.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",3.66759311809517e-09
"Russia",22,36,4.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",5.61081237894501e-13
"Russia",22,36,9.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",5.13860004894284e-13
"Russia",22,36,19.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",4.40802396754064e-13
"Russia",22,36,49.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",4.25210837677256e-13
"Russia",22,36,99.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",4.21768577094778e-13
"Russia",22,36,199.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",1.80555643678436e-13
"Russia",22,36,499.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",8.18031487817214e-14
"Russia",22,36,999.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",4.92054042910278e-14
"Russia",22,36,1999.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",3.82498496580546e-14
"Russia",22,36,4999.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",3.75832076235112e-14
"Russia",22,36,9999.5,"eco2D_Plankton_P_016","P Biomass - Popn. #016 (1900.00 micron zooplankton)","mmol P m^-3",3.75898788550037e-14
"Russia",22,36,0.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0153304869309068
"Russia",22,36,1.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0178310088813305
"Russia",22,36,4.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0169121827930212
"Russia",22,36,9.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.019435353577137
"Russia",22,36,19.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.017157293856144
"Russia",22,36,49.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.017393110319972
"Russia",22,36,99.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0201558191329241
"Russia",22,36,199.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0165993049740791
"Russia",22,36,499.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0133177619427443
"Russia",22,36,999.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0133537352085114
"Russia",22,36,1999.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.0100789284333587
"Russia",22,36,4999.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.00972646288573742
"Russia",22,36,9999.5,"eco2D_Plankton_P_Total","P Biomass - Total","mmol P m^-3",0.00979704596102238
"Russia",22,36,0.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00309612206183374
"Russia",22,36,1.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00355913094244897
"Russia",22,36,4.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00335789285600185
"Russia",22,36,9.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00362154562026262
"Russia",22,36,19.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00343399005942047
"Russia",22,36,49.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00344284065067768
"Russia",22,36,99.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00335863023065031
"Russia",22,36,199.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00289714732207358
"Russia",22,36,499.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00208041653968394
"Russia",22,36,999.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.00128198508173227
"Russia",22,36,1999.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.000982838100753725
"Russia",22,36,4999.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.000950746238231659
"Russia",22,36,9999.5,"eco2D_Uptake_Fluxes_P","Uptake Fluxes P","mmol P m^-3 d^-1",0.000954974559135735
"Russia",22,36,0.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",0.00240100873634219
"Russia",22,36,1.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",5.47097661183216e-05
"Russia",22,36,4.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",8.41739655754736e-09
"Russia",22,36,9.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",7.81327447185731e-10
"Russia",22,36,19.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",4.08934164308761e-10
"Russia",22,36,49.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",3.90919213666407e-10
"Russia",22,36,99.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",1.75497005816538e-10
"Russia",22,36,199.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",4.4153677242198e-11
"Russia",22,36,499.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",2.24355638234197e-11
"Russia",22,36,999.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",1.40373771634339e-11
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",1.1530007851257e-11
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",1.03706418452809e-11
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_001","Chl Biomass - Popn. #001 (0.60 micron phytoplankton)","mg Chl m^-3",1.14870049236493e-11
"Russia",22,36,0.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0234587658196688
"Russia",22,36,1.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0196677818894386
"Russia",22,36,4.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0208516977727413
"Russia",22,36,9.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0211776662617922
"Russia",22,36,19.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0208767224103212
"Russia",22,36,49.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0208618063479662
"Russia",22,36,99.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0248361490666866
"Russia",22,36,199.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0182770509272814
"Russia",22,36,499.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.0131481597200036
"Russia",22,36,999.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.00791545119136572
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.00658905878663063
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.00579090695828199
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_002","Chl Biomass - Popn. #002 (1.90 micron phytoplankton)","mg Chl m^-3",0.00664826622232795
"Russia",22,36,0.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.111744977533817
"Russia",22,36,1.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.375228822231293
"Russia",22,36,4.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.304131001234055
"Russia",22,36,9.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.385377466678619
"Russia",22,36,19.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.236122667789459
"Russia",22,36,49.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.248213320970535
"Russia",22,36,99.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.303560078144073
"Russia",22,36,199.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.325409471988678
"Russia",22,36,499.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.347411155700684
"Russia",22,36,999.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.452468544244766
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.345940321683884
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.333676636219025
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_003","Chl Biomass - Popn. #003 (6.00 micron phytoplankton)","mg Chl m^-3",0.335117310285568
"Russia",22,36,0.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0576212704181671
"Russia",22,36,1.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0524393990635872
"Russia",22,36,4.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0542925484478474
"Russia",22,36,9.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0565156191587448
"Russia",22,36,19.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0567224435508251
"Russia",22,36,49.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0563414953649044
"Russia",22,36,99.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0702114254236221
"Russia",22,36,199.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0471020378172398
"Russia",22,36,499.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0268103927373886
"Russia",22,36,999.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.0184052884578705
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.00309753348119557
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.00133361131884158
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_004","Chl Biomass - Popn. #004 (19.00 micron phytoplankton)","mg Chl m^-3",0.00199816119857132
"Russia",22,36,0.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0382443256676197
"Russia",22,36,1.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0345487482845783
"Russia",22,36,4.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0355764664709568
"Russia",22,36,9.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0362148955464363
"Russia",22,36,19.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.035140335559845
"Russia",22,36,49.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0344878025352955
"Russia",22,36,99.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0388721488416195
"Russia",22,36,199.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",0.0199813414365053
"Russia",22,36,499.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",5.17308684777618e-09
"Russia",22,36,999.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",6.9910681410601e-11
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",2.25615186255634e-11
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",2.01836672375499e-11
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_005","Chl Biomass - Popn. #005 (60.00 micron phytoplankton)","mg Chl m^-3",2.12336138255553e-11
"Russia",22,36,0.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0323450043797493
"Russia",22,36,1.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0267284698784351
"Russia",22,36,4.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0311759877949953
"Russia",22,36,9.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0302704498171806
"Russia",22,36,19.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0267291478812695
"Russia",22,36,49.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0250927116721869
"Russia",22,36,99.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",0.0251583233475685
"Russia",22,36,199.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",2.44168157914615e-10
"Russia",22,36,499.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",1.10080720580608e-11
"Russia",22,36,999.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",4.22239196731788e-12
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",2.27795711980894e-12
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",2.08761393588608e-12
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_006","Chl Biomass - Popn. #006 (190.00 micron phytoplankton)","mg Chl m^-3",2.2006502523042e-12
"Russia",22,36,0.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",0.0191202815622091
"Russia",22,36,1.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",0.00130118464585394
"Russia",22,36,4.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",3.46805541084905e-06
"Russia",22,36,9.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",1.70646174968425e-09
"Russia",22,36,19.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",7.63297813843877e-10
"Russia",22,36,49.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",5.16143849882411e-10
"Russia",22,36,99.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",8.57256279851448e-11
"Russia",22,36,199.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",6.87079690017689e-12
"Russia",22,36,499.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",2.52560017170722e-12
"Russia",22,36,999.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",1.02030211536486e-12
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",5.97570983581347e-13
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",5.68362848105131e-13
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_007","Chl Biomass - Popn. #007 (600.00 micron phytoplankton)","mg Chl m^-3",5.80519410754016e-13
"Russia",22,36,0.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",0.00223326263949275
"Russia",22,36,1.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",8.73964495440305e-07
"Russia",22,36,4.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.79808858774555e-11
"Russia",22,36,9.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.50188004394147e-11
"Russia",22,36,19.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.25120322089223e-11
"Russia",22,36,49.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.05225862745417e-11
"Russia",22,36,99.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",6.25500519435551e-12
"Russia",22,36,199.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.6044555007505e-12
"Russia",22,36,499.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",6.51985139054484e-13
"Russia",22,36,999.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",3.05661989859554e-13
"Russia",22,36,1999.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.97298313754299e-13
"Russia",22,36,4999.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.92292349036026e-13
"Russia",22,36,9999.5,"eco2D_Plankton_Chl_008","Chl Biomass - Popn. #008 (1900.00 micron phytoplankton)","mg Chl m^-3",1.92558629089588e-13
"Russia",22,36,0.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.287168890237808
"Russia",22,36,1.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.509970009326935
"Russia",22,36,4.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.446031183004379
"Russia",22,36,9.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.529556095600128
"Russia",22,36,19.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.375591307878494
"Russia",22,36,49.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.384997129440308
"Russia",22,36,99.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.462638139724731
"Russia",22,36,199.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.410769879817963
"Russia",22,36,499.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.387369722127914
"Russia",22,36,999.5,"eco2D_Plankton_Chl_Total","Chl Biomass - Total","mg Chl m^-3",0.478789299726486
