targ_Co,net_id,community,net_name,burnin_time
0.1325730842502795,12,meishan,down_rand,5000
0.12227163347290085,26,dolomites,down_link,5000
0.1001073140058574,1,tibet,down_niche,5000
0.06559894078556319,14,greenland,niche,5000
0.10015705237626768,18,greenland,metaweb,5000
0.125585399439624,27,dolomites,niche,5000
0.10464586405049539,9,turkiye,down_link,5000
0.1450434217413936,25,kashmir,down_link,5000
0.13346342364026428,29,meishan,atn,5000
0.14790019237177113,8,turkiye,metaweb,5000
0.08720157519969579,30,meishan,metaweb,5000
0.1001073140058574,1,greenland,metaweb,5000
0.1487554453104393,11,meishan,down_power,5000
0.1488020541003991,21,tibet,down_rand,5000
0.12544313803518975,16,turkiye,down_niche,5000
0.08720157519969579,30,meishan,niche,5000
0.12544313803518975,16,meishan,metaweb,5000
0.125585399439624,27,turkiye,down_power,5000
0.10464586405049539,9,greenland,metaweb,5000
0.1344119441562362,4,greenland,down_rand,5000
0.09631068540997012,28,dolomites,down_rand,5000
0.1477553764218023,22,kashmir,down_niche,5000
0.11875432402855078,15,turkiye,niche,5000
0.1379784657764207,19,tibet,atn,5000
0.10180120395621034,3,tibet,niche,5000
0.10888507165704364,24,greenland,down_niche,5000
0.1488020541003991,21,tibet,niche,5000
0.09222320351402782,23,kashmir,down_power,5000
0.125585399439624,27,tibet,down_power,5000
0.08869017758060528,7,dolomites,atn,5000
0.14134530383157667,6,tibet,metaweb,5000
0.05820917600388678,13,kashmir,niche,5000
0.10015705237626768,18,kashmir,down_power,5000
0.05359333758391879,10,meishan,metaweb,5000
0.14790019237177113,8,dolomites,down_niche,5000
0.14134530383157667,6,dolomites,niche,5000
0.08720157519969579,30,dolomites,down_niche,5000
0.09222320351402782,23,greenland,niche,5000
0.1450434217413936,25,tibet,down_power,5000
0.11875432402855078,15,dolomites,atn,5000
0.05820917600388678,13,meishan,metaweb,5000
0.125585399439624,27,turkiye,down_rand,5000
0.09669891837584839,17,kashmir,down_niche,5000
0.1344119441562362,4,turkiye,metaweb,5000
0.09222320351402782,23,dolomites,atn,5000
0.08720157519969579,30,dolomites,down_power,5000
0.1001073140058574,1,turkiye,down_link,5000
0.1348638262235657,2,greenland,down_niche,5000
0.10180120395621034,3,tibet,down_rand,5000
0.05820917600388678,13,dolomites,niche,5000
0.1325730842502795,12,meishan,down_niche,5000
0.12544313803518975,16,greenland,niche,5000
0.1001073140058574,1,greenland,down_rand,5000
0.09669891837584839,17,kashmir,atn,5000
0.10888507165704364,24,greenland,niche,5000
0.09631068540997012,28,dolomites,down_niche,5000
0.10180120395621034,3,tibet,down_link,5000
0.13346342364026428,29,kashmir,down_rand,5000
0.14134530383157667,6,greenland,atn,5000
0.1488020541003991,21,kashmir,down_link,5000
0.125585399439624,27,tibet,niche,5000
0.10015705237626768,18,tibet,down_rand,5000
0.12544313803518975,16,tibet,atn,5000
0.09222320351402782,23,tibet,niche,5000
0.10888507165704364,24,kashmir,down_link,5000
0.09203848841795143,5,greenland,niche,5000
0.12227163347290085,26,turkiye,down_link,5000
0.1001073140058574,1,meishan,down_power,5000
0.05820917600388678,13,greenland,niche,5000
0.05359333758391879,10,tibet,down_rand,5000
0.12544313803518975,16,kashmir,down_power,5000
0.05359333758391879,10,meishan,down_rand,5000
0.10015705237626768,18,kashmir,down_rand,5000
0.1487554453104393,11,meishan,down_niche,5000
0.14790019237177113,8,meishan,down_rand,5000
0.1217756359853721,20,meishan,down_rand,5000
0.11875432402855078,15,tibet,niche,5000
0.10888507165704364,24,dolomites,atn,5000
0.14134530383157667,6,kashmir,down_link,5000
0.06559894078556319,14,kashmir,atn,5000
0.09669891837584839,17,turkiye,down_rand,5000
0.1344119441562362,4,meishan,atn,5000
0.1001073140058574,1,kashmir,metaweb,5000
0.08869017758060528,7,greenland,down_niche,5000
0.1477553764218023,22,kashmir,down_power,5000
0.06559894078556319,14,turkiye,down_link,5000
0.09669891837584839,17,dolomites,atn,5000
0.125585399439624,27,kashmir,metaweb,5000
0.13346342364026428,29,turkiye,atn,5000
0.1348638262235657,2,tibet,down_niche,5000
0.12227163347290085,26,meishan,down_link,5000
0.09669891837584839,17,kashmir,down_power,5000
0.13346342364026428,29,kashmir,atn,5000
0.12227163347290085,26,meishan,down_power,5000
0.1477553764218023,22,tibet,down_rand,5000
0.125585399439624,27,meishan,niche,5000
0.10888507165704364,24,turkiye,down_rand,5000
0.14134530383157667,6,dolomites,metaweb,5000
0.10015705237626768,18,turkiye,metaweb,5000
0.10888507165704364,24,meishan,down_niche,5000
0.09631068540997012,28,dolomites,metaweb,5000
0.12544313803518975,16,dolomites,down_link,5000
0.10180120395621034,3,greenland,down_link,5000
